,program,output
7388,OP5 18 ; OP2 -5 ; OP1 1 ; OP3 7 ; OP11 -3 8 ; OP9 -4 ; OP8 2 ; OP5 -10 ; OP1 6 ; OP11 -3 6,-18
7389,OP5 -13 ; OP2 -4 ; OP11 1 3,3
7390,OP5 18 ; OP9 2 ; OP3 3 ; OP5 2 ; OP7 -5 ; OP2 -3 ; OP1 0,7
7391,OP5 -6 ; OP7 -7 ; OP3 6 ; OP9 4 ; OP11 4 0 ; OP12 -3 ; OP1 1,-3
7392,OP5 9 ; OP6 0 -4 -4 ; OP1 0 ; OP7 16 ; OP1 0 ; OP2 1,-16
7393,OP5 17 ; OP2 0 ; OP5 -11 ; OP6 -4 3 ; OP1 1 ; OP11 5 -8 ; OP1 1 ; OP7 -6 ; OP1 2,-34
7394,OP5 12 ; OP9 2 ; OP6 0 1 1,0
7395,OP5 -8 ; OP4 -4 ; OP10 3 ; OP12 4,-4
7396,OP5 0 ; OP12 1 ; OP11 -3 9 ; OP1 1 ; OP3 5 ; OP3 7 ; OP8 1 ; OP1 5 ; OP1 1,-27
7397,OP5 18 ; OP11 -6 -9 ; OP8 -7,-378
7398,OP5 -18 ; OP4 -1 ; OP1 1 ; OP12 0 ; OP1 3 ; OP1 4 ; OP4 -1,-3
7399,OP5 -14 ; OP12 -15 ; OP5 15 ; OP1 1 ; OP8 -7 ; OP2 -3 ; OP9 -1 ; OP8 -9,945
7400,OP5 -12 ; OP2 3 ; OP5 9 ; OP11 -7 -6 ; OP11 6 -4,-24
7401,OP5 0 ; OP5 18 ; OP8 -6 ; OP4 -4 ; OP6 4 1 4 ; OP12 -7 ; OP1 5 ; OP4 -2 ; OP7 -14 ; OP7 20,-5
7402,OP9 -3 ; OP12 -6 ; OP3 4 ; OP10 -4 ; OP1 1 ; OP1 1 ; OP3 8 ; OP6 2 -1 0 ; OP2 0,-180
7403,OP2 5 ; OP11 -9 0 ; OP1 0,0
7404,OP5 19 ; OP7 -3 ; OP10 2 ; OP7 -3 ; OP1 0 ; OP1 1,115
7405,OP5 19 ; OP2 -2 ; OP3 3 ; OP1 1 ; OP10 4 ; OP1 2 ; OP9 0,324
7406,OP5 -7 ; OP9 -3 ; OP7 18 ; OP12 -14 ; OP3 8 ; OP12 -8 ; OP4 3 ; OP2 -4 ; OP6 2 -4 ; OP5 -11,-11
7407,OP5 -6 ; OP9 -2 ; OP4 4 ; OP10 -2,10
7408,OP5 17 ; OP5 13 ; OP1 1 ; OP12 -3 ; OP5 11 ; OP11 -2 -5 ; OP6 0 3 ; OP8 -5 ; OP9 4,0
7409,OP5 -14 ; OP6 -1 3 ; OP10 -2 ; OP4 -1 ; OP8 5 ; OP3 7 ; OP3 9 ; OP12 -17 ; OP3 9 ; OP1 4,40
7410,OP5 -16 ; OP2 -2 ; OP10 5 ; OP1 2 ; OP3 7 ; OP3 7 ; OP11 10 -4 ; OP8 2 ; OP10 -1,756
7411,OP9 -1 ; OP2 -5 ; OP3 3 ; OP6 3 -1,-3
7412,OP5 10 ; OP12 -11 ; OP4 -4 ; OP12 -7 ; OP6 0 -2 0 ; OP8 -6 ; OP3 8 ; OP3 8 ; OP2 2,0
7413,OP5 -2 ; OP9 1 ; OP1 1 ; OP3 4 ; OP5 -13,-13
7414,OP5 2 ; OP6 0 4 -3 0 4 ; OP1 1 ; OP8 6 ; OP1 0 ; OP11 -4 7,-28
7415,OP5 -13 ; OP5 11 ; OP2 0 ; OP7 -1 ; OP3 5 ; OP12 -3,9
7416,OP5 -19 ; OP5 6 ; OP7 14 ; OP7 -11 ; OP11 7 10 ; OP11 -4 -10,40
7417,OP8 1 ; OP2 -5 ; OP6 2 1 3 4 ; OP11 4 10 ; OP5 6 ; OP2 -5 ; OP1 5 ; OP4 3,3
7418,OP5 -19 ; OP9 5 ; OP1 1 ; OP1 1 ; OP7 4 ; OP12 4,-19
7419,OP5 11 ; OP9 -4 ; OP6 -3 2 ; OP7 3,-9
7420,OP5 12 ; OP9 -1 ; OP6 -2 -4 1 -3 3 ; OP3 4 ; OP12 -14 ; OP7 -1 ; OP1 1 ; OP10 -5,429
7421,OP5 -13 ; OP6 2 0 -3 4 1 ; OP6 -4 -2 2 ; OP3 5 ; OP12 -4 ; OP6 -1 -4 3 ; OP2 0 ; OP4 0 ; OP4 2 ; OP6 -3 3 0 3,0
7422,OP5 -20 ; OP4 -3 ; OP4 -1 ; OP1 0 ; OP11 -8 9 ; OP8 -8 ; OP6 0 2 -1 ; OP1 2 ; OP7 -17 ; OP1 2,17
7423,OP5 14 ; OP9 -2 ; OP6 1 -3 ; OP2 -3 ; OP3 5 ; OP4 -4,-2
7424,OP5 2 ; OP8 6 ; OP11 -7 5 ; OP6 -3 1 -2 -1 ; OP8 -8 ; OP12 8,56
7425,OP5 8 ; OP2 -4 ; OP4 -4 ; OP6 1 2 4 ; OP1 2 ; OP6 4 0 -3 ; OP10 0 ; OP5 3,3
7426,OP5 16 ; OP9 3 ; OP4 -2 ; OP12 5 ; OP4 -1,6
7427,OP5 -14 ; OP2 -5 ; OP3 9 ; OP7 -11 ; OP12 -6 ; OP1 1 ; OP4 -1 ; OP12 18 ; OP1 2 ; OP6 -4 3 -1 2,24
7428,OP5 -7 ; OP4 0 ; OP8 -4,16
7429,OP5 7 ; OP11 4 -7 ; OP1 0 ; OP12 -11 ; OP1 3 ; OP4 -2 ; OP2 -1 ; OP10 -5,129
7430,OP5 5 ; OP9 -1 ; OP3 5 ; OP6 0 1 -3 ; OP4 -4 ; OP6 4 -4 0 1 -1 ; OP11 -8 8 ; OP12 -8 ; OP11 0 5,0
7431,OP5 -5 ; OP9 -3 ; OP7 1 ; OP11 -7 2 ; OP1 1 ; OP1 1 ; OP3 7 ; OP7 -7 ; OP1 6,0
7432,OP5 12 ; OP2 1 ; OP11 -3 5 ; OP1 2 ; OP5 -8 ; OP5 11 ; OP7 13 ; OP12 -17,-19
7433,OP4 -5 ; OP12 6 ; OP7 8 ; OP8 3,-6
7434,OP8 -6 ; OP11 -8 3 ; OP10 3 ; OP1 1 ; OP12 -3 ; OP4 -2 ; OP10 5 ; OP1 1 ; OP6 4 -1 0 1 -2 ; OP2 -5,0
7435,OP5 1 ; OP11 -6 -6 ; OP11 1 -2 ; OP1 2 ; OP9 -2 ; OP12 0 ; OP1 5 ; OP9 3 ; OP12 17,15
7436,OP5 1 ; OP12 -17 ; OP7 -16 ; OP11 -8 -2 ; OP10 4,68
7437,OP5 -16 ; OP10 -2 ; OP12 6 ; OP12 -16,26
7438,OP5 16 ; OP4 5 ; OP5 -10 ; OP6 -2 -2 ; OP10 3 ; OP1 1 ; OP8 -1 ; OP9 0 ; OP1 4,44
7439,OP5 10 ; OP9 1 ; OP1 0 ; OP6 -1 -2 1 2 ; OP2 -1 ; OP1 0 ; OP3 7 ; OP3 8 ; OP5 11,11
7440,OP5 -14 ; OP9 1 ; OP8 5 ; OP10 3 ; OP5 -11 ; OP6 4 3 0 ; OP7 -18 ; OP9 3,18
7441,OP5 1 ; OP9 -5 ; OP10 -2 ; OP1 2 ; OP3 5 ; OP8 1 ; OP9 -5,0
7442,OP5 -5 ; OP10 -2 ; OP6 2 -2 -1 4 2 ; OP1 0 ; OP11 -7 -7 ; OP10 4 ; OP10 -1,-196
7443,OP5 7 ; OP10 -5 ; OP8 -6,186
7444,OP5 -9 ; OP2 1 ; OP3 4 ; OP3 4 ; OP6 -4 4 ; OP12 2,-14
7445,OP5 -20 ; OP11 -8 10 ; OP5 4 ; OP1 0 ; OP5 0 ; OP12 -4 ; OP4 2 ; OP6 3 3 4 -3 1 ; OP7 6 ; OP10 4,-452
7446,OP2 -2 ; OP9 5 ; OP8 7 ; OP8 1 ; OP3 8 ; OP6 -2 3 ; OP1 2 ; OP1 6 ; OP1 4,-6
7447,OP2 -3 ; OP9 1 ; OP3 6 ; OP11 -9 -10 ; OP3 7 ; OP10 0 ; OP11 -10 6 ; OP11 -9 9 ; OP10 -5,409
7448,OP5 -3 ; OP9 -5 ; OP4 -3 ; OP4 -3 ; OP4 -2 ; OP1 2 ; OP1 5 ; OP12 12 ; OP5 -14,-14
7449,OP6 -3 -1 -4 0 -4 ; OP5 16 ; OP7 15,1
7450,OP5 -1 ; OP9 2 ; OP11 4 -7 ; OP1 1 ; OP1 2 ; OP3 7 ; OP1 5 ; OP3 8 ; OP5 -8,-8
7451,OP9 5 ; OP4 -4 ; OP4 4 ; OP11 -10 6 ; OP8 9 ; OP2 -2,-540
7452,OP5 -10 ; OP8 -1 ; OP4 -1 ; OP1 1 ; OP1 1 ; OP6 3 3 -3 ; OP10 -2 ; OP5 -15 ; OP11 6 3,18
7453,OP5 -9 ; OP6 2 -3 2 1 ; OP3 3 ; OP6 -1 -3 ; OP1 0 ; OP1 1 ; OP11 6 0,0
7454,OP5 -8 ; OP5 19 ; OP4 -5,9
7455,OP5 20 ; OP2 5 ; OP12 11 ; OP7 7 ; OP8 -3 ; OP1 1 ; OP8 -2 ; OP3 9 ; OP1 1 ; OP12 -5,-413
7456,OP5 -15 ; OP9 -2 ; OP12 -20 ; OP1 0 ; OP5 -3 ; OP1 3 ; OP7 16 ; OP12 16,-3
7457,OP5 -10 ; OP2 -2 ; OP1 0 ; OP6 -3 4 -1 ; OP1 3 ; OP1 3 ; OP5 8,8
7458,OP5 -12 ; OP10 -1 ; OP1 1 ; OP6 2 -3 1 ; OP10 1 ; OP8 4 ; OP11 -1 9 ; OP12 -19 ; OP8 6 ; OP12 -2,-170
7459,OP5 8 ; OP6 -1 3 2 -1 2 ; OP1 1 ; OP7 -14 ; OP1 2 ; OP6 -2 3 1 1,-6
7460,OP5 -19 ; OP4 5 ; OP5 13 ; OP3 4 ; OP7 8,5
7461,OP5 10 ; OP10 4 ; OP6 0 3 -2 ; OP10 -4,4
7462,OP5 18 ; OP11 -7 8 ; OP10 -3 ; OP6 3 2 0 0 1 ; OP10 5 ; OP1 1 ; OP12 -1 ; OP5 20,20
7463,OP5 14 ; OP5 -6 ; OP3 3 ; OP4 -3,-3
7464,OP5 -4 ; OP9 5 ; OP2 -1 ; OP7 2,-6
7465,OP5 15 ; OP2 4 ; OP7 -4 ; OP4 -4 ; OP8 -6 ; OP6 -4 -4 -4,-64
7466,OP5 -11 ; OP9 -5 ; OP3 4 ; OP3 4 ; OP4 -5,-6
7467,OP5 -14 ; OP9 2 ; OP4 -4 ; OP9 4,-7
7468,OP5 17 ; OP8 -4 ; OP1 0 ; OP12 19 ; OP6 3 -3 ; OP3 6 ; OP6 -1 -3 ; OP1 4,3
7469,OP5 -14 ; OP9 -4 ; OP11 -5 -9 ; OP12 -20 ; OP7 -13 ; OP4 4 ; OP1 1 ; OP6 4 -3 -4 1 ; OP1 4,48
7470,OP5 -1 ; OP2 3 ; OP1 0 ; OP6 -3 -2 4 -1 ; OP3 6 ; OP5 -2 ; OP4 4 ; OP1 3,-1
7471,OP5 -19 ; OP8 1 ; OP2 1 ; OP3 7 ; OP8 -1 ; OP6 2 -3 0 2 ; OP5 16 ; OP2 2,-19
7472,OP5 -16 ; OP6 3 -3 -4 ; OP7 -9 ; OP10 -5 ; OP8 2 ; OP6 1 2 3 ; OP11 4 5,20
7473,OP5 -5 ; OP12 16 ; OP12 15 ; OP10 0 ; OP11 -7 -6 ; OP2 -2,42
7474,OP5 -15 ; OP6 -3 4 ; OP1 1 ; OP3 4 ; OP8 8,-96
7475,OP5 -3 ; OP7 -4 ; OP5 -18 ; OP4 -2 ; OP6 -4 3 2 -1 -4 ; OP6 -3 1 1 ; OP3 8 ; OP11 5 3 ; OP4 -5,-2
7476,OP5 -20 ; OP4 5 ; OP7 -17 ; OP10 -5 ; OP10 -1 ; OP5 -3 ; OP8 4 ; OP9 -4 ; OP10 1,-8
7477,OP5 -18 ; OP12 15 ; OP3 6 ; OP6 -3 -4 ; OP1 0 ; OP1 2 ; OP5 -13 ; OP10 -4 ; OP1 1 ; OP6 -1 2 2 -2,8
7478,OP5 5 ; OP2 -1 ; OP4 0 ; OP11 6 9 ; OP3 8 ; OP11 -5 -5 ; OP1 4 ; OP7 0 ; OP11 6 -9,-54
7479,OP5 -15 ; OP2 0 ; OP12 -6,-21
7480,OP5 13 ; OP9 3 ; OP6 3 -4 2 ; OP6 -1 -3 1 2 3 ; OP3 6 ; OP1 3 ; OP2 5,18
7481,OP5 -7 ; OP2 0 ; OP6 3 -2 3 1 -4 ; OP3 4 ; OP7 8 ; OP10 4 ; OP10 -5 ; OP4 2 ; OP4 -5 ; OP5 -14,-14
7482,OP5 -17 ; OP2 -2 ; OP3 4 ; OP8 3 ; OP7 -7 ; OP3 6 ; OP6 -4 -2 2,16
7483,OP5 -2 ; OP6 4 -3 2 -2 ; OP11 2 5 ; OP5 -5 ; OP11 -3 10,-30
7484,OP5 7 ; OP9 5 ; OP11 2 -5 ; OP1 2 ; OP11 5 8 ; OP6 4 -4 -2 4 -2 ; OP7 18 ; OP1 4 ; OP9 0,-274
7485,OP5 20 ; OP5 -11 ; OP10 -5,59
7486,OP5 -7 ; OP2 3 ; OP11 9 2 ; OP5 -3 ; OP3 7 ; OP11 -7 9 ; OP1 3 ; OP5 5,5
7487,OP5 -20 ; OP9 4 ; OP3 3 ; OP11 -3 -5,15
7488,OP5 -13 ; OP9 3 ; OP1 0 ; OP12 6 ; OP9 5,-7
7489,OP5 -20 ; OP10 -3 ; OP1 0 ; OP11 1 -1 ; OP11 4 -3 ; OP6 -1 0 2 4 0 ; OP5 -8 ; OP1 5 ; OP5 19,19
7490,OP5 5 ; OP5 -6 ; OP8 9 ; OP1 1 ; OP7 1 ; OP5 -14 ; OP10 -5 ; OP4 3,37
7491,OP5 10 ; OP4 -2 ; OP8 -9 ; OP1 1,207
7492,OP5 -4 ; OP8 5 ; OP5 8 ; OP6 -4 0 2 0 ; OP6 -2 -1 2 ; OP11 -8 -3 ; OP4 -4 ; OP9 -2 ; OP8 -3,-36
7493,OP5 18 ; OP12 -13 ; OP10 5 ; OP8 -8 ; OP8 -3 ; OP4 2 ; OP1 2 ; OP5 -2 ; OP1 2,-2
7494,OP5 12 ; OP2 -3 ; OP8 2,24
7495,OP5 -19 ; OP6 -2 1 2 0 ; OP3 7 ; OP8 -5 ; OP7 -10 ; OP8 3 ; OP6 3 -3 0 -1 ; OP1 5 ; OP11 -5 7,-35
7496,OP5 7 ; OP2 3 ; OP11 5 4 ; OP5 -3 ; OP8 -8 ; OP4 4 ; OP5 -16 ; OP2 2,-16
7497,OP5 8 ; OP8 5 ; OP8 8,320
7498,OP5 11 ; OP2 -5 ; OP3 3 ; OP10 3 ; OP10 -5,-181
7499,OP5 -13 ; OP8 -7 ; OP7 -14 ; OP12 -7 ; OP1 0 ; OP11 5 -6,-30
7500,OP5 16 ; OP11 -3 -1 ; OP1 1,3
7501,OP11 8 -6 ; OP12 -14 ; OP1 1 ; OP10 -1,80
7502,OP5 -2 ; OP9 -1 ; OP6 -2 3 -3 -4 3 ; OP10 -5 ; OP3 8 ; OP5 11 ; OP5 0 ; OP6 -2 1 -1 ; OP11 8 -5,-40
7503,OP5 17 ; OP10 1 ; OP3 5 ; OP6 2 4 -4 -1 3 ; OP12 -17 ; OP10 3 ; OP8 5,335
7504,OP5 17 ; OP8 5 ; OP3 5 ; OP4 4 ; OP3 6 ; OP12 -5 ; OP2 4,80
7505,OP5 -18 ; OP12 -16 ; OP4 0 ; OP5 16 ; OP11 5 6 ; OP1 3 ; OP1 0,30
7506,OP5 12 ; OP6 4 0 4 -4 ; OP6 2 1 ; OP8 -5 ; OP10 -3 ; OP1 1 ; OP6 4 -1 1 -4 ; OP10 -4 ; OP1 0 ; OP4 3,-30
7507,OP5 14 ; OP5 0 ; OP11 -1 -4 ; OP3 5 ; OP10 -3 ; OP5 -4 ; OP8 -1 ; OP7 -20,24
7508,OP5 17 ; OP6 3 3 0 2 -1 ; OP6 -3 2 2 3 ; OP10 4 ; OP6 -2 0 0 ; OP12 20,20
7509,OP5 1 ; OP12 -7 ; OP3 3 ; OP6 -4 1 ; OP6 -1 2 -2 2 -2 ; OP1 2 ; OP6 -1 -2 -4 3 3 ; OP11 -10 -6 ; OP2 -5,60
7510,OP5 -4 ; OP7 -15 ; OP11 8 9 ; OP7 8 ; OP12 -10 ; OP3 7 ; OP12 20 ; OP1 2,74
7511,OP5 5 ; OP2 5 ; OP1 1 ; OP12 17,22
7512,OP4 -5 ; OP12 5 ; OP1 1 ; OP11 6 9,54
7513,OP7 -2 ; OP6 -1 2 2 4 ; OP6 -3 2 1 -2 ; OP2 4,12
7514,OP5 -13 ; OP4 -3 ; OP10 3 ; OP3 4 ; OP4 4 ; OP12 7,-2
7515,OP5 -1 ; OP7 -11 ; OP11 4 9 ; OP6 4 2 4 4 ; OP6 -3 -1 -1 2 ; OP4 -1,-3
7516,OP5 3 ; OP7 -13 ; OP1 1 ; OP9 -1,29
7517,OP5 17 ; OP5 13 ; OP11 -2 -10 ; OP1 2,20
7518,OP5 10 ; OP7 7 ; OP5 9 ; OP1 2 ; OP7 6 ; OP1 2 ; OP5 13,13
7519,OP5 3 ; OP6 1 -4 -4 ; OP10 0 ; OP3 5 ; OP1 3 ; OP6 -1 2 4,-8
7520,OP5 16 ; OP2 0 ; OP1 1 ; OP2 5 ; OP4 3 ; OP1 4 ; OP5 5 ; OP1 4 ; OP10 -4,-16
7521,OP5 -15 ; OP6 1 2 ; OP7 -9 ; OP1 0 ; OP8 8 ; OP1 3 ; OP4 -1 ; OP6 0 1 -4 ; OP5 19 ; OP8 -4,-76
7522,OP5 14 ; OP6 -4 2 -4 ; OP10 -3 ; OP6 -3 -3 3 -2 ; OP2 2 ; OP7 -16 ; OP2 5 ; OP8 5 ; OP7 -20,-170
7523,OP5 2 ; OP2 1 ; OP5 -15 ; OP8 -3 ; OP1 2 ; OP1 3,-135
7524,OP5 -2 ; OP6 1 4 -2 -3 ; OP1 1 ; OP3 7 ; OP3 8 ; OP8 -3 ; OP5 10 ; OP6 -1 1 ; OP6 3 1 2 -1 ; OP1 7,-6
7525,OP5 4 ; OP9 1 ; OP5 -3 ; OP10 3 ; OP7 -12 ; OP2 -5 ; OP1 2,7
7526,OP8 1 ; OP12 6 ; OP4 -3 ; OP6 0 -1 -1 -2 ; OP5 -16 ; OP2 -5 ; OP11 8 -7 ; OP6 2 -2 0 -4 ; OP8 -3 ; OP1 0,0
7527,OP5 -2 ; OP2 -1 ; OP4 -1,-1
7528,OP5 -5 ; OP11 -8 10 ; OP7 -6 ; OP8 3 ; OP1 0 ; OP12 -12 ; OP5 -18 ; OP4 1 ; OP5 -19,-19
7529,OP4 -5 ; OP4 -1 ; OP11 10 -7 ; OP11 4 -4 ; OP1 0 ; OP6 1 2 ; OP1 1 ; OP4 5,1
7530,OP8 8 ; OP11 7 2 ; OP3 5 ; OP6 3 -3 -4 -2 ; OP12 7 ; OP7 18,-4
7531,OP5 -17 ; OP4 -2 ; OP8 6 ; OP6 3 -3 0 -1 0 ; OP10 3 ; OP1 4 ; OP11 1 0 ; OP4 5 ; OP8 4 ; OP1 1,0
7532,OP5 5 ; OP11 0 -6 ; OP4 -4,0
7533,OP5 7 ; OP9 -5 ; OP8 2 ; OP3 5 ; OP1 3 ; OP12 0 ; OP10 2 ; OP4 -2 ; OP7 18,-2
7534,OP5 3 ; OP2 4 ; OP7 -1 ; OP12 14 ; OP2 2 ; OP12 -3 ; OP3 8 ; OP3 8 ; OP9 -3,15
7535,OP5 -2 ; OP8 4 ; OP5 -18 ; OP1 2 ; OP9 -5 ; OP7 19,-37
7536,OP5 9 ; OP7 11 ; OP4 5 ; OP3 8 ; OP12 9 ; OP8 -1 ; OP4 -2 ; OP3 9 ; OP6 0 4 -3 4 ; OP11 4 6,24
7537,OP5 6 ; OP5 13 ; OP11 9 0 ; OP5 -16 ; OP4 -1 ; OP9 -1,-8
7538,OP5 18 ; OP7 8 ; OP10 -5 ; OP5 -11 ; OP10 -1 ; OP6 4 2 ; OP6 -3 -1 0 1 ; OP2 2,0
7539,OP5 12 ; OP9 -4 ; OP12 0 ; OP6 3 1 0 ; OP6 -2 0 -3 ; OP6 -1 2 3 -3 2 ; OP1 1 ; OP1 5 ; OP10 5,184
7540,OP5 -13 ; OP9 0 ; OP12 -13 ; OP2 2,-26
7541,OP5 -17 ; OP9 1 ; OP10 1 ; OP1 2 ; OP6 -3 -3 -3 ; OP1 3 ; OP11 2 -7 ; OP5 13,13
7542,OP5 18 ; OP2 3 ; OP8 -6 ; OP10 5 ; OP9 1 ; OP6 -2 0 4 ; OP11 0 7 ; OP6 1 2 ; OP1 4,2
7543,OP5 -16 ; OP11 -1 2 ; OP10 3 ; OP10 0,4
7544,OP5 -20 ; OP10 5 ; OP1 0 ; OP1 2,-96
7545,OP5 -20 ; OP8 -6 ; OP6 -4 -4 1 -1 0 ; OP1 0 ; OP1 2 ; OP4 4,0
7546,OP5 -3 ; OP8 3 ; OP7 12 ; OP1 1 ; OP11 -9 7 ; OP1 4,-63
7547,OP12 8 ; OP2 3 ; OP11 3 -9,-27
7548,OP5 -19 ; OP6 1 -2 4 ; OP6 0 4 ; OP11 4 -10 ; OP11 -10 -4 ; OP1 4 ; OP12 -13 ; OP11 2 2 ; OP12 -13,-9
7549,OP5 -5 ; OP2 -1 ; OP8 -8 ; OP4 -1 ; OP1 0 ; OP12 13 ; OP2 5,33
7550,OP5 -17 ; OP11 -8 -2 ; OP1 0 ; OP8 2 ; OP5 -17 ; OP8 -2 ; OP5 19 ; OP1 3 ; OP6 0 -2 0 -3,0
7551,OP5 -16 ; OP9 2 ; OP10 -2,36
7552,OP5 -13 ; OP10 -5 ; OP1 1,-341
7553,OP5 -5 ; OP8 6 ; OP12 4 ; OP10 5,-126
7554,OP5 19 ; OP4 -5 ; OP1 0,9
7555,OP5 5 ; OP8 3 ; OP4 1 ; OP6 1 2 3 -1 ; OP1 1 ; OP3 7 ; OP11 -7 -7 ; OP7 -1 ; OP1 4,50
7556,OP5 -11 ; OP4 -3 ; OP9 -4 ; OP1 2 ; OP12 -15 ; OP10 -4,88
7557,OP5 -18 ; OP9 -5 ; OP6 4 -2 ; OP1 0 ; OP11 -5 5 ; OP3 7 ; OP5 -12 ; OP8 3 ; OP5 -6,-6
7558,OP5 5 ; OP2 3 ; OP10 3 ; OP7 -19 ; OP1 1 ; OP11 6 0 ; OP9 0 ; OP11 0 -3,0
7559,OP5 -5 ; OP4 2 ; OP9 0 ; OP12 1 ; OP1 1 ; OP3 7 ; OP12 13 ; OP12 4,4
7560,OP5 2 ; OP10 -1 ; OP1 1 ; OP5 -8 ; OP4 -4,-4
7561,OP5 -17 ; OP8 -7 ; OP7 -20 ; OP2 1 ; OP7 -6,145
7562,OP5 -3 ; OP6 1 -1 4 2 ; OP7 0 ; OP1 0 ; OP10 2 ; OP1 0 ; OP4 -4 ; OP6 -2 2 -1 -1 0,0
7563,OP12 -3 ; OP5 -12 ; OP11 -8 4 ; OP11 3 -1,-3
7564,OP5 -9 ; OP5 18 ; OP8 1 ; OP6 0 -4 2,0
7565,OP5 -7 ; OP5 13 ; OP1 1 ; OP6 -2 -1 4 4 -4 ; OP12 5 ; OP12 9 ; OP3 9 ; OP7 -6 ; OP5 -13 ; OP6 -2 3,-6
7566,OP5 -12 ; OP9 -3 ; OP11 -5 -7 ; OP1 0 ; OP8 7,245
7567,OP5 -20 ; OP2 1 ; OP5 7 ; OP12 15 ; OP5 -15,-15
7568,OP5 15 ; OP9 -1 ; OP4 -4,7
7569,OP5 16 ; OP9 0 ; OP12 15,31
7570,OP5 -9 ; OP4 5 ; OP4 -2 ; OP10 2 ; OP4 2 ; OP5 13,13
7571,OP5 10 ; OP9 -5 ; OP11 -2 1 ; OP1 0 ; OP3 5 ; OP7 9 ; OP11 10 6 ; OP1 6,60
7572,OP5 19 ; OP5 12 ; OP7 -10 ; OP1 0,22
7573,OP5 4 ; OP2 -2 ; OP6 -3 -1 -3 2 -2 ; OP6 -3 -3 1 ; OP9 -1 ; OP9 -5,9
7574,OP5 19 ; OP8 -6 ; OP4 2,-57
7575,OP5 -16 ; OP8 8 ; OP4 -3 ; OP2 3 ; OP1 2,-32
7576,OP5 -3 ; OP6 -3 -1 0 ; OP8 -9 ; OP1 1,0
7577,OP5 -7 ; OP8 -6 ; OP4 0,21
7578,OP5 10 ; OP6 -2 -4 0 2 ; OP12 2,2
7579,OP5 -20 ; OP6 0 0 4 3 -4 ; OP11 -2 6,-12
7580,OP5 -16 ; OP6 2 -2 ; OP8 -6 ; OP4 4 ; OP1 0,12
7581,OP5 13 ; OP2 -2 ; OP6 3 1 -2 2,-12
7582,OP5 -9 ; OP9 -3 ; OP1 0 ; OP7 16 ; OP11 -9 -1 ; OP1 0 ; OP2 1,9
7583,OP5 -11 ; OP9 5 ; OP2 4 ; OP7 -13 ; OP3 5 ; OP6 -3 -2 1 -3,-18
7584,OP5 -20 ; OP9 -5 ; OP1 0 ; OP8 4 ; OP7 -13 ; OP1 3 ; OP8 -2 ; OP9 -2 ; OP12 2,512
7585,OP5 -10 ; OP10 3 ; OP12 -9,-35
7586,OP5 8 ; OP6 1 -1 ; OP6 3 -2 ; OP10 -4 ; OP12 -5 ; OP1 0 ; OP12 13 ; OP3 8 ; OP4 4,18
7587,OP5 -3 ; OP11 9 7 ; OP8 -6 ; OP7 14 ; OP11 3 -6 ; OP1 3 ; OP7 -6 ; OP1 4 ; OP12 -2 ; OP1 1,-14
7588,OP5 -20 ; OP5 2 ; OP8 -4 ; OP3 6 ; OP5 -3 ; OP11 5 9 ; OP6 4 2 3 ; OP10 1,28
7589,OP6 -4 -2 1 3 ; OP7 5 ; OP3 3 ; OP1 1 ; OP1 1 ; OP3 9 ; OP10 -4 ; OP9 -5 ; OP10 -3 ; OP1 4,100
7590,OP5 2 ; OP9 3 ; OP11 0 -6 ; OP3 4 ; OP11 -9 -5,45
7591,OP5 15 ; OP9 -2 ; OP6 4 -1 4 ; OP1 0 ; OP9 1 ; OP8 -8,128
7592,OP5 3 ; OP9 0 ; OP1 0 ; OP6 2 -4 -1 3 2 ; OP1 3,48
7593,OP5 9 ; OP10 -3 ; OP7 12 ; OP10 0,4
7594,OP5 6 ; OP8 -5 ; OP11 -9 1 ; OP1 2 ; OP10 5 ; OP1 4,-201
7595,OP5 -13 ; OP11 4 9 ; OP2 1 ; OP7 17 ; OP7 -17,36
7596,OP5 -15 ; OP7 -4 ; OP3 8 ; OP10 5 ; OP1 3 ; OP6 -4 4 0 ; OP1 4 ; OP10 3 ; OP11 3 10,30
7597,OP5 -11 ; OP2 1 ; OP11 2 0 ; OP4 -5 ; OP10 -4 ; OP8 6 ; OP10 1 ; OP1 4,-644
7598,OP5 -11 ; OP6 2 -2 4 -1 -4 ; OP7 -18,-46
7599,OP5 -1 ; OP9 0 ; OP3 4 ; OP5 2 ; OP1 0 ; OP4 4 ; OP4 1 ; OP11 -3 8,-24
7600,OP5 -15 ; OP2 -4 ; OP1 1 ; OP1 0 ; OP1 2 ; OP1 2,-15
7601,OP5 0 ; OP2 3 ; OP11 0 8 ; OP2 -5 ; OP1 1 ; OP1 0,0
7602,OP5 -10 ; OP5 0 ; OP3 4 ; OP9 -2 ; OP11 -3 9 ; OP7 -8 ; OP1 3 ; OP11 4 -9,-36
7603,OP5 9 ; OP6 -4 4 ; OP4 -5 ; OP6 -4 4 -4 ; OP10 -2 ; OP6 0 0 -3 ; OP11 6 -2,-12
7604,OP5 -11 ; OP2 2 ; OP3 4 ; OP8 -8 ; OP12 -12 ; OP3 8 ; OP8 -5 ; OP3 9 ; OP1 0 ; OP9 0,-380
7605,OP5 5 ; OP12 -12 ; OP1 0 ; OP6 -2 -3 ; OP1 3 ; OP12 6 ; OP6 -3 -2 3,18
